name,type,description
Rifampicin,small molecule,
Lubiprostone,small molecule,
Fluocinonide,small molecule,
Abacavir,small molecule,
Ergoloid mesylate,small molecule,
Ibuprofen,small molecule,
Novobiocin,small molecule,
Benzylpenicillin,small molecule,
Nitrendipine,small molecule,
Mimosine,small molecule,
Tocainide,small molecule,
Echothiophate,small molecule,
Praziquantel,small molecule,
Norfloxacin,small molecule,
Amoxicillin,small molecule,
Azlocillin,small molecule,
Oxybutynin,small molecule,
Acetophenazine,small molecule,
Isoprenaline,small molecule,
Melatonin,small molecule,
Cefditoren,small molecule,
Glipizide,small molecule,
Clonazepam,small molecule,
Promethazine,small molecule,
Dihydrotachysterol,small molecule,
Mequitazine,small molecule,
Atazanavir,small molecule,
Fludarabine,small molecule,
Perhexiline,small molecule,
Diphenhydramine,small molecule,
Atorvastatin,small molecule,
Etidronic acid,small molecule,
Deslanoside,small molecule,
,small molecule,
Vigabatrin,small molecule,
Diphenoxylate,small molecule,
Streptomycin,small molecule,
Orlistat,small molecule,
Emedastine,small molecule,
Pilocarpine,small molecule,
Benzocaine,small molecule,
Primaquine,small molecule,
Iloprost,small molecule,
Deserpidine,small molecule,
Pentolinium,small molecule,
Butenafine,small molecule,
Ouabain,small molecule,
Dimethyl sulfoxide,small molecule,
Hesperetin,small molecule,
Fluvastatin,small molecule,
Oxamniquine,small molecule,
Leflunomide,small molecule,
Rosuvastatin,small molecule,
Flucytosine,small molecule,
Pimozide,small molecule,
Capecitabine,small molecule,
Arbutamine,small molecule,
Quinacrine,small molecule,
Sertraline,small molecule,
Sibutramine,small molecule,
Levocabastine,small molecule,
Methyprylon,small molecule,
Trilostane,small molecule,
Heparin,small molecule,
Miconazole,small molecule,
Colistimethate,small molecule,
Cefuroxime,small molecule,
,small molecule,
Chlorphenamine,small molecule,
Nifedipine,small molecule,
Trimethaphan,small molecule,
Atovaquone,small molecule,
Amiodarone,small molecule,
Diazoxide,small molecule,
Gliclazide,small molecule,
Phenacemide,small molecule,
Ambenonium,small molecule,
Proflavine,small molecule,
Tolbutamide,small molecule,
Anisindione,small molecule,
Dutasteride,small molecule,
Econazole,small molecule,
Bicalutamide,small molecule,
Rabeprazole,small molecule,
Prednicarbate,small molecule,
Proguanil,small molecule,
Pioglitazone,small molecule,
Tiludronic acid,small molecule,
Desoxycorticosterone Pivalate,small molecule,
Doxacurium chloride,small molecule,
Carvedilol,small molecule,
Levofloxacin,small molecule,
Sulfinpyrazone,small molecule,
Cefapirin,small molecule,
Cefadroxil,small molecule,
Micafungin,small molecule,
Doxepin,small molecule,
Amifostine,small molecule,
Diclofenamide,small molecule,
Sulfoxone,small molecule,
Diphenylpyraline,small molecule,
Cloxacillin,small molecule,
Flavoxate,small molecule,
Nefazodone,small molecule,
Cefprozil,small molecule,
Desipramine,small molecule,
Candicidin,small molecule,
Sertaconazole,small molecule,
Thiamylal,small molecule,
Gemifloxacin,small molecule,
Bupropion,small molecule,
Trimetrexate,small molecule,
Bretylium,small molecule,
Halothane,small molecule,
Dinoprost Tromethamine,small molecule,
Chloroprocaine,small molecule,
Terazosin,small molecule,
Amdinocillin,small molecule,
Calcium Chloride,small molecule,
Ofloxacin,small molecule,
Cilostazol,small molecule,
Itraconazole,small molecule,
Procarbazine,small molecule,
Arsenic trioxide,small molecule,
Guanethidine,small molecule,
Moclobemide,small molecule,
Kanamycin,small molecule,
Orphenadrine,small molecule,
Phenobarbital,small molecule,
Escitalopram,small molecule,
Cyclizine,small molecule,
Idarubicin,small molecule,
Chlormezanone,small molecule,
Podofilox,small molecule,
Rescinnamine,small molecule,
Ifosfamide,small molecule,
Propafenone,small molecule,
Naloxone,small molecule,
Domperidone,small molecule,
Fluoxymesterone,small molecule,
Pergolide,small molecule,
Iophendylate,small molecule,
Ciclopirox,small molecule,
Desflurane,small molecule,
Clindamycin,small molecule,
Dexfenfluramine,small molecule,
Oxymorphone,small molecule,
Acebutolol,small molecule,
Brinzolamide,small molecule,
Flecainide,small molecule,
Estramustine,small molecule,
Captopril,small molecule,
Zopiclone,small molecule,
Tubocurarine,small molecule,
Bromocriptine,small molecule,
Rifapentine,small molecule,
Levetiracetam,small molecule,
Nadolol,small molecule,
Mitoxantrone,small molecule,
Flumazenil,small molecule,
Lomustine,small molecule,
Ridogrel,small molecule,
Sparfloxacin,small molecule,
Dezocine,small molecule,
Levobunolol,small molecule,
Clarithromycin,small molecule,
Ceftriaxone,small molecule,
Fomepizole,small molecule,
Metipranolol,small molecule,
Estazolam,small molecule,
Finasteride,small molecule,
Anastrozole,small molecule,
Halofantrine,small molecule,
Dantrolene,small molecule,
Rifaximin,small molecule,
Ketamine,small molecule,
Budesonide,small molecule,
Aminophylline,small molecule,
Quetiapine,small molecule,
Enoxaparin,small molecule,
Mivacurium,small molecule,
Levomethadyl Acetate,small molecule,
Encainide,small molecule,
Paclitaxel,small molecule,
Pemoline,small molecule,
Diphenidol,small molecule,
Saquinavir,small molecule,
Metoclopramide,small molecule,
Dexamethasone,small molecule,
Levodopa,small molecule,
Sevoflurane,small molecule,
Bromodiphenhydramine,small molecule,
Aripiprazole,small molecule,
Chlorprothixene,small molecule,
Epoprostenol,small molecule,
Gemfibrozil,small molecule,
Clomipramine,small molecule,
Chloroxine,small molecule,
Bepridil,small molecule,
Decamethonium,small molecule,
Alimemazine,small molecule,
Isocarboxazid,small molecule,
Docetaxel,small molecule,
Iodixanol,small molecule,
Olsalazine,small molecule,
Gliquidone,small molecule,
Mitiglinide,small molecule,
Ergonovine,small molecule,
Dasatinib,small molecule,
Lisdexamfetamine,small molecule,
Retapamulin,small molecule,
Eculizumab,biotech,
Lapatinib,small molecule,
Desonide,small molecule,
Sitagliptin,small molecule,
Decitabine,small molecule,
Posaconazole,small molecule,
Darunavir,small molecule,
Telbivudine,small molecule,
Sinecatechins,small molecule,
Paliperidone,small molecule,
Sunitinib,small molecule,
Panitumumab,biotech,
Ranibizumab,biotech,
Idursulfase,biotech,
Alglucosidase alfa,biotech,
Varenicline,small molecule,
Arformoterol,small molecule,
Hydralazine,small molecule,
Exenatide,biotech,
Mecasermin,biotech,
Pramlintide,biotech,
Galsulfase,biotech,
Nelarabine,small molecule,
Abatacept,biotech,
Carbetocin,small molecule,
Lumiracoxib,small molecule,
Tetracosactide,small molecule,
,biotech,
Fenoterol,small molecule,
Glisoxepide,small molecule,
Pirbuterol,small molecule,
Bismuth Subsalicylate,small molecule,
Bevantolol,small molecule,
Glucosamine,small molecule,
Practolol,small molecule,
Sulfacytine,small molecule,
Sulfadoxine,small molecule,
Rolitetracycline,small molecule,
Oxtriphylline,small molecule,
Insulin Aspart,biotech,
Insulin Detemir,biotech,
Insulin Glulisine,biotech,
Fosamprenavir,small molecule,
Fosphenytoin,small molecule,
Josamycin,small molecule,
Kava,small molecule,
St. John's Wort,small molecule,
Polythiazide,small molecule,
Quinethazone,small molecule,
Cefamandole,small molecule,
Cefazolin,small molecule,
Cefonicid,small molecule,
Cefoperazone,small molecule,
Cefotetan,small molecule,
Cefoxitin,small molecule,
Ceftizoxime,small molecule,
Cefradine,small molecule,
Metocurine,small molecule,
Pancuronium,small molecule,
Pipecuronium,small molecule,
Vecuronium,small molecule,
Cilazapril,small molecule,
Dihydroquinidine barbiturate,small molecule,
Forasartan,small molecule,
Tolevamer,small molecule,
Potassium,small molecule,
Quinidine barbiturate,small molecule,
Saprisartan,small molecule,
Spirapril,small molecule,
Tasosartan,small molecule,
Amobarbital,small molecule,
Aprobarbital,small molecule,
Butethal,small molecule,
Heptabarbital,small molecule,
Hexobarbital,small molecule,
Lithium,small molecule,
Mestranol,small molecule,
Penbutolol,small molecule,
Iohexol,small molecule,
Ephedra,small molecule,
Ephedrine,small molecule,
Mephentermine,small molecule,
Procaterol,small molecule,
Rasagiline,small molecule,
Quinupristin,small molecule,
Aluminium,small molecule,
Calcium,small molecule,
Aluminium monostearate,small molecule,
Magnesium oxide,small molecule,
Magnesium,small molecule,
Cortisone acetate,small molecule,
Ginkgo biloba,small molecule,
Glycodiazine,small molecule,
Paramethasone,small molecule,
Mibefradil,small molecule,
Sodium bicarbonate,small molecule,
Yohimbine,small molecule,
Bezafibrate,small molecule,
Colchicine,small molecule,
Drospirenone,small molecule,
Digitoxin,small molecule,
Magnesium salicylate,small molecule,
Salsalate,small molecule,
Neostigmine,small molecule,
Choline magnesium trisalicylate,small molecule,
Methotrimeprazine,small molecule,
Ginseng,small molecule,
Temafloxacin,small molecule,
Danazol,small molecule,
Clenbuterol,small molecule,
Bambuterol,small molecule,
Tiotropium,small molecule,
Ciclesonide,small molecule,
Pranlukast,small molecule,
Theobromine,small molecule,
Cefepime,small molecule,
Cefacetrile,small molecule,
Ceftibuten,small molecule,
Cefpodoxime,small molecule,
Acenocoumarol,small molecule,
Antrafenine,small molecule,
Testosterone propionate,small molecule,
Paromomycin,small molecule,
Nitroxoline,small molecule,
Stepronin,small molecule,
Aminophenazone,small molecule,
Alizapride,small molecule,
Ajmaline,small molecule,
Amrinone,small molecule,
Oxybenzone,small molecule,
Aprindine,small molecule,
Almitrine,small molecule,
Allylestrenol,small molecule,
Cholestyramine,small molecule,
Methadyl Acetate,small molecule,
19-norandrostenedione,small molecule,
Antipyrine,small molecule,
Alfacalcidol,small molecule,
Glutethimide,small molecule,
Phenazopyridine,small molecule,
3-Methylthiofentanyl,small molecule,
Gamma Hydroxybutyric Acid,small molecule,
"5-Methoxy-N,N-diisopropyltryptamine",small molecule,
MMDA,small molecule,
19-Nor-5-androstenedione,small molecule,
Dimethylthiambutene,small molecule,
Bufotenine,small molecule,
Alpha-methyltryptamine,small molecule,
4-Methylaminorex,small molecule,
19-Nor-4-androstenedione,small molecule,
Dihydroetorphine,small molecule,
1-Androstenedione,small molecule,
Heroin,small molecule,
Beta-hydroxyfentanyl,small molecule,
Midomafetamine,small molecule,
19-Nor-5-androstenediol,small molecule,
5-androstenedione,small molecule,
"2,5-Dimethoxy-4-(n)-propylthiophenethylamine",small molecule,
Bezitramide,small molecule,
Diethyltryptamine,small molecule,
Dimenoxadol,small molecule,
Etonitazene,small molecule,
Fencamfamine,small molecule,
Furethidine,small molecule,
"2,5-Dimethoxyamphetamine",small molecule,
Ethylmorphine,small molecule,
"2,5-Dimethoxy-4-ethylamphetamine",small molecule,
Ethylmethylthiambutene,small molecule,
Acetorphine,small molecule,
α-methylthiofentanyl,small molecule,
Bolasterone,small molecule,
4-Methoxyamphetamine,small molecule,
Betaprodine,small molecule,
"17alpha-methyl-3beta,17beta-dihydroxyandrost-4-ene",small molecule,
Dioxaphetyl butyrate,small molecule,
Haloxazolam,small molecule,
Codeine methylbromide,small molecule,
Desmethylprodine,small molecule,
BA-2664,small molecule,
Cyprenorphine,small molecule,
1-Testosterone,small molecule,
Fenethylline,small molecule,
Barbital,small molecule,
"4-Bromo-2,5-dimethoxyamphetamine",small molecule,
4-Hydroxytestosterone,small molecule,
Cathine,small molecule,
Embutramide,small molecule,
Dimethyltryptamine,small molecule,
Camazepam,small molecule,
Aminorex,small molecule,
Dipipanone,small molecule,
Ethylestrenol,small molecule,
Chloral betaine,small molecule,
Dichloralphenazone,small molecule,
Barbituric acid derivative,small molecule,
Etorphine,small molecule,
Alphamethadol,small molecule,
Alphameprodine,small molecule,
Oxabolone,small molecule,
Difenoxin,small molecule,
Diampromide,small molecule,
1-Androstenediol,small molecule,
Etoxeridine,small molecule,
1-Phenylcyclohexylamine,small molecule,
"3,4-Methylenedioxyamphetamine",small molecule,
Dehydrochloromethyltestosterone,small molecule,
Delorazepam,small molecule,
Hydromorphinol,small molecule,
"17Alpha-methyl-3beta,17beta-dihydroxy-5alpha-androstane",small molecule,
Furazabol,small molecule,
Benzoylecgonine,small molecule,
"3,4,5-Trimethoxyamphetamine",small molecule,
Benzethidine,small molecule,
Tenocyclidine,small molecule,
Clostebol,small molecule,
Betacetylmethadol,small molecule,
Clonitazene,small molecule,
Androstenediol,small molecule,
Ecgonine,small molecule,
4-Androstenediol,small molecule,
Clortermine,small molecule,
"4-Methyl-2,5-dimethoxyamphetamine",small molecule,
Dextromoramide,small molecule,
"5alpha-androstane-3alpha,17beta-diol",small molecule,
Desomorphine,small molecule,
α-Methylacetylfentanyl,small molecule,
Diethylthiambutene,small molecule,
Chlorhexadol,small molecule,
Carfentanil,small molecule,
Androstenedione,small molecule,
"4-Bromo-2,5-dimethoxyphenethylamine",small molecule,
Acetyldihydrocodeine,small molecule,
1-Piperidinocyclohexanecarbonitrile,small molecule,
17alpha-methyl-4-hydroxynandrolone,small molecule,
Boldenone,small molecule,
Allylprodine,small molecule,
18-methyl-19-nortestosterone,small molecule,
Flunitrazepam,small molecule,
Ethyl loflazepate,small molecule,
Etryptamine,small molecule,
Drotebanol,small molecule,
Diprenorphine,small molecule,
Rolicyclidine,small molecule,
Fenproporex,small molecule,
Dihydrocodeine,small molecule,
Betameprodine,small molecule,
Cloxazolam,small molecule,
Bolandiol,small molecule,
Alphacetylmethadol,small molecule,
Chlorphentermine,small molecule,
α-Methylfentanyl,small molecule,
Bromazepam,small molecule,
Clotiazepam,small molecule,
Cathinone,small molecule,
Androstanedione,small molecule,
1-(2-Phenylethyl)-4-phenyl-4-acetoxypiperidine,small molecule,
Chloral hydrate,small molecule,
Calusterone,small molecule,
Dihydromorphine,small molecule,
Methylenedioxyethamphetamine,small molecule,
Fludiazepam,small molecule,
Codeine-N-oxide,small molecule,
Formebolone,small molecule,
Ohmefentanyl,small molecule,
3-Methylfentanyl,small molecule,
Methyl-1-testosterone,small molecule,
Benzylmorphine,small molecule,
Attapulgite,small molecule,
Kaolin,small molecule,
Dextroamphetamine,small molecule,
Methamphetamine,small molecule,
Metrizamide,small molecule,
Phendimetrazine,small molecule,
Oxprenolol,small molecule,
Sulfamerazine,small molecule,
Sulfamethazine,small molecule,
Liotrix,small molecule,
Thyroglobulin,biotech,
Ursodeoxycholic acid,small molecule,
Ketazolam,small molecule,
Prazepam,small molecule,
Quazepam,small molecule,
Everolimus,small molecule,
Solifenacin,small molecule,
Iron,small molecule,
Zinc,small molecule,
Cinolazepam,small molecule,
Nitrazepam,small molecule,
Cilastatin,small molecule,
Imipenem,small molecule,
Probucol,small molecule,
Tiaprofenic acid,small molecule,
Lopinavir,small molecule,
Bacampicillin,small molecule,
,small molecule,
Pivampicillin,small molecule,
Pivmecillinam,small molecule,
Tazobactam,small molecule,
Ticarcillin,small molecule,
Propericiazine,small molecule,
Deferasirox,small molecule,
Valganciclovir,small molecule,
Hydroxychloroquine,small molecule,
Amyl Nitrite,small molecule,
Erythrityl Tetranitrate,small molecule,
Acepromazine,small molecule,
Aceprometazine,small molecule,
Alverine,small molecule,
Molindone,small molecule,
Phenindamine,small molecule,
Pheniramine,small molecule,
Pipotiazine,small molecule,
Thioproperazine,small molecule,
Thiothixene,small molecule,
Zuclopenthixol,small molecule,
Isopropamide,small molecule,
Pargyline,small molecule,
Lincomycin,small molecule,
Etoricoxib,small molecule,
5-Fluorouridine,small molecule,
SC-74020,small molecule,
Methyl Nonanoate (Ester),small molecule,
Alpha-Phosphoribosylpyrophosphoric Acid,small molecule,
Deoxy-2-Fluoro-B-D-Cellotrioside,small molecule,
2-Oxy-4-Hydroxy-5-(2-Hydrazinopyridine)Phenylalanine,small molecule,
"2,2-Dimethylthiazolidine-4-Carboxylic Acid;(Dmt)Thiazolidine",small molecule,
Clorocruoro Hem,small molecule,
"3,7,11,15-Tetramethyl-Hexadecan-1-Ol",small molecule,
